序号,题号,题目名称,难度,通过率,挑战人数,标签
4472,2918,回文数,中,79.8%,772,模拟、思维、枚举、递归
4473,18495,六一手拉手【算法赛】,中,33%,773,模拟、思维
4474,18101,聚合一块,中,97.8%,773,并查集
4475,16950,八数行舞独步天下,中,87.3%,774,GCD、枚举、数学
4476,19932,宝玉出行【算法赛】,难,50.6%,774,线段树
4477,1808,判断推理是否有效的实例1,易,95.3%,775,
4478,17049,蓝蓝摆骨牌,易,67.5%,775,并查集
4479,1806,求小项和大项(通用),易,89.8%,776,
4480,4265,困难图,易,91.4%,777,最小生成树
4481,371,生活大爆炸版石头剪刀布,难,96.1%,778,2014、模拟、NOIP
4482,12063,游戏专家,易,72.1%,779,数学
4483,1326,谈恋爱,难,94.2%,779,二分图
4484,19852,面试官的刁难【算法赛】,难,49.3%,781,规律、数学、数位分解
4485,10585,相邻对的最大和,中,97.6%,782,动态规划
4486,12093,分糖果,中,96.7%,783,GCD、数学
4487,12051,鲜花谷的怪物,难,94.2%,784,数学
4488,1221,一元二次函数,难,64.2%,784,三分
4489,1349,n元一次线性方程组,难,95.7%,785,高斯消元
4490,16978,变化的灯,中,96.2%,785,字符串
4491,1893,约瑟夫环问题,中,94.8%,785,模拟
4492,17019,Fibonacci【省模拟赛】,中,95%,785,
4493,4359,七夕节之通讯,易,84.4%,789,线段树、二分
4494,8388,社交网络新来的朋友,中,94%,789,图论
4495,2908,日期统计plus,中,53.2%,790,思维、动态规划
4496,4308,麻衣的字母游戏,易,78.8%,791,贪心
4497,8164,我爱玩uno,中,4%,791,搜索
4498,8102,神秘果园的密码,中,38%,793,优先队列、模拟、贪心
4499,3895,魔法世界,易,94.8%,795,KMP、差分
4500,3321,神秘高塔,中,63.8%,795,二分、数学
4501,3458,小明的能量球,易,55.6%,797,贪心
4502,356,愤怒的小鸟,难,77.1%,800,2016、NOIP、状压DP
4503,339,奶酪,中,58.8%,801,2017、并查集、NOIP、搜索、计算几何
4504,20123,合并小球,难,23.1%,804,国赛、2024
4505,786,纪念品,中,79.6%,807,2019、CSP-J、动态规划、背包问题
4506,12043,寻找至宝的奥秘,易,92.2%,810,思维
4507,3090,小青蛙的故事【UUST】,易,81.1%,810,深度优先搜索(dfs)
4508,4745,密码破译,易,96.5%,813,数学
4509,8075,计算器,中,68.1%,813,裴蜀定理、GCD、数学
4510,3222,小明走楼梯,难,55.6%,814,思维、贪心、排序、动态规划
4511,10016,神秘的彩票,中,79.8%,816,模拟、枚举
4512,20147,瞬移,易,77.5%,817,国赛、2024
4513,17408,小齐的艺术作品,中,2.3%,818,树
4514,1167,荷马史诗,难,95.1%,818,2015、哈夫曼树、贪心、NOI
4515,2980,小婷的数列,难,90.9%,818,模拟、思维、STL
4516,558,金明的预算方案,难,87.2%,821,2006、NOIP、动态规划、背包问题
4517,5703,小怂的直线,中,83%,821,模拟、计算几何
4518,20115,斗蛐蛐,中,19.1%,821,国赛、2024
4519,17170,外卖员的小爱好【算法赛】,中,6.2%,823,图论、LCA、思维
4520,16580,学《树论》的贝贝【算法赛】,易,64.5%,826,树的直径、位运算、树
4521,20521,基因配对,易,73.1%,827,蓝桥杯备赛练习题
4522,3587,拯救之路,易,54.4%,828,图论
4523,1607,半递增序列,难,62.3%,831,2021、省模拟赛
4524,1608,人行道,难,35.7%,831,2021、省模拟赛
4525,2263,最小表示,难,37.3%,831,2022
4526,2264,全相等三角形,难,56.8%,831,2022
4527,1606,小秘密,难,84.3%,832,2021、省模拟赛
4528,1603,积分,难,2.4%,833,2021、国赛
4529,224,采油,难,62.7%,833,2018、规律、思维、国赛
4530,20168,最优路径,中,39.5%,834,国赛、2024
4531,3849,身份证,难,91.8%,835,差分、思维、贪心
4532,1085,小猪存钱罐,中,90.9%,835,2005、并查集、POI
4533,780,幂次方,难,94.3%,836,1998、分治、NOIP
4534,10574,没有出现的最小自然数,中,85.8%,836,数学
4535,1057,卡牌游戏,难,89%,837,中国剩余定理、数学
4536,5425,十六夜咲夜的题目,中,77.2%,839,数位DP、动态规划
4537,5462,艰苦打工的小蓝2,中,81.9%,839,思维
4538,3671,大衣二维数组的最大异或,易,34.4%,840,思维、位运算、枚举、二维前缀和
4539,2040,超级计算机,难,85.7%,843,快速排序、排序、归并排序
4540,11014,01 十进制,中,92.3%,844,二进制
4541,4374,异或挑战,易,3.5%,845,位运算
4542,17009,投票【省模拟赛】,易,93%,851,模拟
4543,3352,可行路径的方案数,中,93.7%,854,图论
4544,12113,逃跑【算法赛】,中,68.1%,855,BFS
4545,8099,机器人足球联赛,中,53.3%,855,语法
4546,12024,删除数位,中,82.8%,855,思维
4547,3901,小郑下五子棋,易,70.7%,857,思维
4548,3880,解出公式,中,89.5%,858,思维、数学
4549,17167,超级数【算法赛】,中,16.9%,859,字符串、二分、数学
4550,12054,小蓝的奖金战斗,易,76.7%,861,枚举
4551,1549,相亲的男孩们,难,95.4%,862,栈、区间DP
4552,18491,岛屿的数量,中,94.3%,864,搜索
4553,3754,小蓝的神秘日记,难,75%,864,字符串hash
4554,1555,孪生素数,难,94.1%,866,模拟、质数
4555,795,字符串匹配,中,0%,866,2020、字符串、NOIP
4556,12048,小蓝的战斗计划,易,88.8%,868,思维
4557,8147,小豆豆的进制转换,中,92.1%,870,进制转换
4558,3573,小蓝玩数组,易,75.3%,870,贪心、数学
4559,3932,获胜的概率,易,91.9%,872,逆元、思维、数学、概率
4560,21174,获取奖池【算法赛】,中,91.3%,873,
4561,4005,竹林中的乐章,易,91.5%,874,思维
4562,10034,寻找最长递增路径,中,91.8%,875,搜索
4563,909,高精度开根,中,36.9%,877,高精度、HNOI、二分
4564,3842,生日蜡烛,中,96.8%,878,字符串
4565,351,玩具谜题,中,88.7%,879,2016、模拟、规律、NOIP
4566,2269,山谷,难,91%,881,2022
4567,1810,谓词实例1(一元谓词),易,95.8%,884,
4568,18133,一键3连,中,96.1%,884,贪心
4569,3846,大衣的飞机场,易,83.3%,885,模拟、离散化
4570,3351,最小字典序排列,中,93.6%,885,拓扑排序
4571,405,观光公交,难,56.5%,885,2011、贪心、NOIP、递推
4572,401,选择客栈,中,54.1%,888,2011、NOIP、递推
4573,3401,肖恩的大富翁,中,89.8%,889,思维、排序
4574,3614,神秘数对,易,53.6%,891,数学、STL
4575,397,统计单词数,难,72.4%,892,2011、字符串、NOIP
4576,19688,能力爆表【算法赛】,中,48.5%,892,动态规划
4577,3861,苏苏的01字符串,易,89%,893,期望DP、动态规划
4578,3473,魔法树,难,83.3%,894,BFS、DFS
4579,20164,栈,中,48.8%,894,国赛、2024
4580,3859,苏苏的天魂石,易,81.9%,896,动态规划
4581,3150,种瓜得瓜，种豆得豆,难,64%,898,栈、链表、贪心、排序
4582,20127,集合的数量,易,74.4%,898,国赛、2024
4583,18523,平摊购买费用【算法赛】,中,69.9%,902,思维、贪心、二分
4584,749,侦探推理,难,70.9%,902,2003、字符串、模拟、NOIP、二分
4585,3903,字母阶梯游戏,易,90%,904,图论、最短路问题
4586,8263,药材,中,98.6%,904,模拟
4587,10027,枫叶节的快乐枫糖,中,87.9%,905,贪心
4588,16579,学《博弈论》的贝贝【算法赛】,易,71.6%,908,博弈
4589,17010,不等三元组【省模拟赛】,中,45.7%,909,
4590,3449,光影追击,易,57.6%,910,BFS
4591,394,借教室,难,58.9%,911,2012、前缀和、NOIP、二分
4592,3877,优质数对,易,80%,913,哈希表
4593,3355,数字排列,中,87.6%,919,模拟、思维、构造、动态规划
4594,20020,判断负环,中,87.3%,919,SPFA、图论
4595,19879,迪沃斯定理,中,92.1%,919,
4596,513,关押罪犯,中,90.5%,920,2010、图论、二分图、并查集、贪心、NOIP
4597,362,信息传递,难,83.4%,921,2015、图论、并查集、NOIP
4598,10032,还能操作？,中,96.1%,922,模拟
4599,20526,数组翻转,中,41%,924,省赛、2025
4600,338,逛公园,中,5.3%,925,2017、图论、NOIP、动态规划、DFS、最短路问题
4601,3838,特殊的数字排序,易,86.9%,925,图论、并查集
4602,18524,物流选址【算法赛】,中,36.4%,931,思维、数学
4603,519,潜伏者,难,88.8%,932,2009、字符串、模拟、NOIP
4604,5209,树的着色问题,中,96.7%,933,容斥、数学、排列组合
4605,3654,结果为真的序列I,易,94.1%,935,思维、位运算、动态规划
4606,368,比例简化,难,89.2%,936,2014、GCD、NOIP
4607,8259,新式原子反应,中,98.1%,937,暴力、思维、枚举
4608,20129,建造房屋,中,11.7%,939,国赛、2024
4609,3852,小骑士过酸水,易,93.4%,940,动态规划
4610,20126,激光炮,中,59.7%,940,国赛、2024
4611,19866,魔法蘑菇,中,58.8%,941,堆、模拟、STL
4612,20139,设计,中,56.8%,942,国赛、2024
4613,17067,小新的质数序列挑战,中,96.3%,943,思维、数学
4614,3089,团建【UUST】,易,86.2%,946,组合数、乘法原理
4615,19779,智算士气【算法赛】,中,51.9%,946,唯一分解定理、质因子分解、排列组合
4616,5000,混境之地6,易,83.5%,946,思维、BFS
4617,20647,课本分配【算法赛】,中,81.2%,946,
4618,5876,中位数数列,中,96.3%,946,数学
4619,778,三连击,中,95.4%,947,1998、枚举、NOIP
4620,3706,蓝,易,82.6%,949,思维、枚举
4621,1128,蓝桥守护者,难,71.3%,950,树链剖分、线段树
4622,19692,字串截取【算法赛】,中,60.8%,952,字符串、字典树、高精度、区间DP、动态规划
4623,21172,折扣转盘【算法赛】,中,75.1%,954,
4624,3297,取钱,中,88.8%,956,线段树、贪心、动态规划
4625,16581,学《数论》的贝贝【算法赛】,易,39.1%,957,数学
4626,4197,小秋的矩阵,易,68.3%,959,二分、二维前缀和
4627,17001,独特的串【算法赛】,中,38.1%,959,字符串、动态规划
4628,20162,异位和,中,38.3%,960,国赛、2024
4629,19853,算法工程师【算法赛】,难,51.1%,961,线段树、动态规划
4630,4509,找零2：找零硬币数,易,96.1%,963,贪心
4631,18430,Yaya与游戏【算法赛】,中,38.5%,964,位运算、状态压缩、博弈
4632,18444,咒语融合【算法赛】,中,53.6%,966,模拟、思维
4633,4137,魔法森林的秘密,易,81%,974,排列组合
4634,12092,圣诞树,难,90.9%,974,蓝桥杯备赛练习题、思维、数学
4635,18256,柳线牵风绘地图,中,98.7%,977,模拟、枚举
4636,889,繁忙的都市,中,96.5%,978,最小生成树、SCOI
4637,3885,"二维1,2,3,2,3,4",易,89.3%,980,递推、二进制
4638,294,平面点集中4点最小平均距离,难,17.6%,982,2011、国赛、计算几何
4639,493,四方定理,难,4%,982,2011、国赛、代码填空
4640,3194,听说这是一种化学规律？,中,92.2%,983,字符串、栈、枚举
4641,440,显示二叉树,难,28.7%,983,2015、国赛、代码填空
4642,3329,公司名称,中,85.5%,984,模拟
4643,565,谁拿了最多奖学金,难,91.2%,984,2005、字符串、模拟、排序、NOIP
4644,20159,羊圈,中,53.2%,985,国赛、2024
4645,453,格子放鸡蛋,难,77.4%,985,2014、国赛、代码填空
4646,20326,蔡光想成为星铁大师【算法赛】,难,8.3%,987,最小生成树
4647,3451,区间选数k,难,90%,987,ST表
4648,8144,母亲节花篮,中,98.7%,987,模拟
4649,3988,依依的蜜茶店,易,96%,988,模拟
4650,4270,奇怪的编程,易,68.4%,994,AC自动机、字符串匹配
4651,16980,源石开采【算法赛】,中,69.9%,997,线段树、博弈、数据结构
4652,20120,粉刷匠小蓝,中,75.9%,997,国赛、2024
4653,5657,奇数子方阵,中,91%,998,模拟、暴力、枚举
4654,268,幂一矩阵,难,25.3%,1001,2014、国赛
4655,8482,矩阵消消乐,中,80.2%,1001,位运算、语法
4656,459,空白格式化,难,93.4%,1002,2013、国赛、代码填空
4657,363,斗地主,难,0%,1003,2015、模拟、贪心、NOIP、DFS
4658,18596,热身操领队【算法赛】,中,56.4%,1004,树状数组、线段树、离散化、二分
4659,452,信号匹配,难,92.8%,1005,2014、国赛、代码填空
4660,333,旅行,难,42.1%,1008,2018、贪心、NOIP、DFS
4661,1126,修建公路3,中,38%,1008,矩阵树定理
4662,12104,回文串,难,27.1%,1009,蓝桥杯备赛练习题
4663,12111,暖气冰场【算法赛】,中,73.6%,1011,BFS
4664,1285,点到线段距离,中,93.7%,1012,计算几何
4665,19744,老君炼丹【算法赛】,中,46.2%,1014,思维
4666,20314,航天梦【算法赛】,中,59.7%,1014,暴力、思维、鸽巢原理
4667,5035,课上小游戏,中,93.1%,1014,区间DP
4668,6052,最小差值,难,31%,1015,蓝桥杯备赛练习题
4669,12107,小蓝的单词计数,中,96.1%,1016,枚举、计数问题
4670,20144,数据库,中,72.9%,1016,国赛、2024
4671,19678,植物保留【算法赛】,中,88.1%,1016,贪心
4672,1242,点和线段关系,中,97.1%,1017,计算几何
4673,19914,最小生成树2,中,90.5%,1018,最小生成树
4674,460,正负金字塔,难,93.4%,1019,2013、国赛、代码填空
4675,19679,能量圆盘【算法赛】,中,90.6%,1019,思维、排序
4676,835,生日快乐,难,80.4%,1020,SCOI、搜索
4677,3780,前缀数量大比拼,易,73.7%,1020,KMP、动态规划
4678,10044,城市群的数量,中,76.4%,1022,并查集、DFS
4679,12090,中位数,中,93.8%,1023,思维、构造、数学
4680,3651,翻转后1的数量,易,84.6%,1023,动态规划
4681,374,无线网络发射器选址,中,89.5%,1025,2014、模拟、前缀和、枚举、NOIP
4682,1802,判定“(P∨Q)∧(P→R)∧(Q→R)⇒R”,易,96.1%,1026,
4683,3989,依依的甜点店,易,69.6%,1026,思维、分类讨论
4684,19925,没有上司的舞会,中,89.5%,1028,树形DP
4685,3347,机器人的选法总数,中,89%,1032,排列组合
4686,20491,魔王挑战【算法赛】,中,81.5%,1033,
4687,444,空心菱形,难,89.7%,1033,2015、国赛、代码填空
4688,4306,新一的晚餐挑战,易,86.6%,1034,贪心、排序
4689,19769,七夕城【算法赛】,中,48.4%,1035,字典树、Dsu On Tree、启发式合并、DFS
4690,17769,温度单位的转换,中,94%,1036,数学
4691,1433,编程作业,难,77.3%,1036,2013、KMP、JSOI
4692,4560,exgcd求逆元,易,95.5%,1039,逆元、EXGCD
4693,724,骰子迷题,难,92.4%,1039,2013、国赛
4694,2954,优雅的数字,难,92.3%,1040,数位DP、动态规划
4695,20327,开发模拟宇宙【算法赛】,难,34.3%,1041,LCA、可持久化线段树
4696,801,优秀的拆分,难,88.1%,1042,2020、模拟、思维、CSP-J、进制转换
4697,466,割圆,难,2.9%,1042,2012、省赛、代码填空
4698,3839,简单排序,易,60%,1044,数学
4699,3888,欧几里德最差序列,易,94.9%,1045,递推
4700,435,格子中输出,难,88.1%,1047,2015、省赛、代码填空
4701,489,基因牛,难,94.2%,1047,2011、省赛、代码填空
4702,492,股票风险,难,77.7%,1047,2011、省赛、代码填空
4703,472,放棋子,难,89.3%,1048,2012、省赛、代码填空
4704,474,提取字串,难,93.6%,1049,2012、国赛、代码填空
4705,447,锦标赛,难,92.8%,1051,2014、省赛、代码填空
4706,20176,最强策略家,难,68.3%,1051,国赛、2024
4707,20315,吃零食训练【算法赛】,中,69.5%,1054,思维、数学、分类讨论
4708,20161,异或路径,难,10.4%,1057,国赛、2024
4709,1156,蓝桥部队,中,89.2%,1058,带权并查集
4710,19776,分块,中,35.8%,1061,分块、数据结构
4711,3433,一道简单的取模问题,难,88.8%,1062,堆、思维
4712,458,金蝉素数,难,92.5%,1063,2013、国赛、代码填空
4713,1798,判定“P→(Q→R)⇔Q→(P→R)”,易,96.1%,1065,
4714,18441,位运算的操作,中,91.9%,1065,位运算
4715,370,子矩阵,难,28%,1066,2014、枚举、NOIP、动态规划、搜索、DFS
4716,18497,体育课【算法赛】,中,52%,1068,思维
4717,4178,鸡哥的魔法石,易,93.5%,1068,递归、数位分解
4718,18301,均衡之核心,中,98.5%,1071,枚举、语法
4719,526,立体图,难,94.8%,1072,2008、字符串、模拟、枚举、NOIP
4720,11055,好数字,中,34.4%,1076,数学
4721,1634,最大公共子串（刷题赛2）,中,90.7%,1078,
4722,2268,矩阵拆分,中,85.9%,1078,2022
4723,1633,承压计算（刷题赛）,中,89.9%,1079,
4724,5001,混境之地7,易,89.5%,1079,思维、BFS
4725,430,分小组,难,84.9%,1079,2016、省赛、代码填空
4726,3022,小小蓝的异或消除,难,96.3%,1079,思维、位运算
4727,19742,大闹蟠桃园【算法赛】,中,39.1%,1080,模拟、思维
4728,3588,中秋挂灯笼,易,39.1%,1081,排列组合
4729,19979,中奖编号【算法赛】,中,64.1%,1081,思维、排列组合
4730,21173,理性消费【算法赛】,中,95.3%,1081,
4731,3646,信赖店铺,中,94.3%,1082,差分、前缀和
4732,19865,没时间了！【算法赛】,难,33.7%,1084,思维、数学、分类讨论
4733,431,骰子游戏,难,91.4%,1085,2016、省赛、代码填空
4734,18499,字符串连接计数【算法赛】,中,73.8%,1087,字符串、模拟
4735,20534,爆破,中,41.8%,1088,省赛、2025
4736,19741,9面数字墙【算法赛】,中,61.3%,1089,快速幂、数学、排列组合
4737,1868,假银币,难,75.3%,1089,引用
4738,355,蚯蚓,中,46.7%,1091,2016、队列、堆、NOIP
4739,512,乌龟棋,难,66%,1095,2010、NOIP、动态规划、递归
4740,1545,贪心的自助餐,难,91.3%,1095,贪心
4741,3002,GCD不小于K的子数组,难,81.4%,1096,ST表、二分、数学
4742,886,扫雷,难,73.3%,1098,模拟、SCOI
4743,20131,括号与字母,中,37.8%,1100,国赛、2024
4744,3322,旅行销售员,难,96.2%,1103,图论、Tarjan、割点、最小生成树
4745,19854,SSP OFFER【算法赛】,难,39.7%,1104,容斥、连通块、数学、排列组合
4746,425,树形显示,难,66.3%,1105,2017、国赛、代码填空
4747,462,第一个数字,难,92.9%,1106,2012、省赛、代码填空
4748,382,火柴排队,中,58%,1107,2013、树状数组、归并排序、NOIP
4749,16943,积石成山越万重,中,95.3%,1109,枚举、数学
4750,1656,打印路径,中,90.9%,1110,Floyd
4751,496,自守数问题,难,95.9%,1110,2011、国赛、代码填空
4752,284,拼音字母,难,67%,1111,2012、模拟、国赛
4753,3714,一分为二,易,86.9%,1112,线性筛、前缀和
4754,20172,背包问题,中,76.4%,1112,国赛、2024
4755,836,windy 数,中,91.3%,1113,SCOI、数位DP
4756,18119,联盟X,中,93.2%,1113,图论、模拟、思维
4757,20490,旅行攻略【算法赛】,中,58.2%,1118,
4758,1804,不可兼析取,易,96.1%,1118,
4759,19864,倒斗【算法赛】,中,17.9%,1118,线段树
4760,494,异或加密,难,1.9%,1118,2011、国赛、代码填空
4761,445,史丰收速算,难,95%,1122,2014、省赛、代码填空
4762,328,摆渡车,难,46.7%,1124,2018、NOIP、动态规划、斜率优化、DFS
